label,text,sample_id
Управление по проектным работам,"Организация с ограниченной ответственностью «ORGANIZATION проектирование» рассматривает конструкторскую документацию на подстанцию комплектную трансформаторную подстанциЮ НЕРИНГА-2-2500/10/0,4-Б-С-ХЛ1-IP54, разработанную в соответствии с опросным листом по шифру [ID] и техническими требованиями, утвержденными «OBJECT» и разработанной «ATTACHMENTS».",313
"Проект ""Нефтяные краюшки""","Исполнительному директору Нефтяных оторочек (PERSON) направление результатов рассмотрения ТЭП по Тас-Юряхскому и Верхневилючанскому НГКМ Технико-экономических предложений по разработке ТЮ и ВВ месторождений Республики Якутия (далее - ТЭP по разработкам ТЮ, ВВ НГКМ).",314
Блок технического директора,"Разработчик прикладного программного обеспечения (ППО) для контроллерных модулей «ORGANIZATION», который является производителем контроллерного оборудования, имеет необходимые компетенции чтобы оперативно внести любые изменения в проекты указанных объектов.",315
Блок заместителя генерального директора по защите,"Компания «PERSON» требует предоставить в свой адрес копии заключенных соглашений об оказании услуг аренды оборудования с ИП «PerSОN», ОГРНИП: [ID] за период времени до сих пор не заключалась, а в случае если подобные соглашения были заключены, прошу Вас предоставить копию заключенных договоров и дополнительных соглашений.",316
Управление по проектным работам,Объединение нефтесборного трубопровода «ORGANIZATION» согласовано только в части участка врезки нефтесborного газопровода. Документация согласована только на узел запорной арматуры No [NUMBER] узел врезок нефтесбора.,317
Блок деректора по газу,"Компрессорную станцию с установкой подготовки газа на взрывозащищенное исполнение сооблаем на взорозащищенном исполнении. Согласно проектной документационной документации, установка снит-систем на воздушозащищенные исполнения сообламе следующее. Для рассмотрения запроса «PERSON] предоставила информацию по проекту.",318
Блок заместителя генерального директора по имуществу,"Территориальное управление Федерального АГЕНТства по управлению федеральным имуществом в Оренбургской ОБЛАСТИ сообщает о проведении аукциона по продаже права аренды объектов федеральной собственности в Оренбуржской Областной федерации (РосИМУЩЕСТВО) в ОРЕНБУРГСКОЙ ОБЛЕСТИ. Эксперт считает, что таким образом арендная плата в год составит около 15% рыночной стоимости арендной платы.",319
Управление по проектным работам,"Для разработки сметной документации по объектам капитального строительства требуется актуальные индексы пересчета из базисного в текущий уровень цен (в т.ч размер инфляции), размер затрат при необходимости их вмешательства в расчет стоимости грунта из карьера и размер затраченных затрат. Для этого просим направить в наш адрес актуальную версию методических указаний по применению типовых сметных решений М-[DATE_TIME]-03.",320
Управление по проектным работам,«ORGANIZATION] - «PERSON» и «DATE_TIME] опубликовали Замечание к ГПА_rev.0 с комментариями специалистов [OBJECT] «COPY_TO] «PerSoN] «CoNTACT» - специалистов «OРГANIIZAТИON». «ATTACHCHMENTS] «AТTACHMENGTS_NUMBER],321
Блок директора по мощностям,«ORGANIZATION] объявил о завершении строительства 14-ти скважин на кустовой площадке No5А32 в рамках Договора ГНЗ-22/1/00276-P от [DATE_TIME] в рамки Договора ГЗ-22/1/00286-П от [PERSON Клименко». Для реализации совместного сотрудничества «CONTACT] готова построить 14 скваженных объектов на кустной площадке «ЛOCATIОN».,322
Блок директора по мощностям,"Российская нефтегазовая промышленность и нефтегазовое машиностроение планирует провести второй Технологический саммит TNF Эффективные решения для нефтегаза, который пройдет при поддержке Министерства промышленности Российской Федерации и Правительства [ORGANIZATION».",323
Блок директора по портфелю,"Налоговые органы требуют корректировочных документов по НДПИ за нефтяные запасы марки North Sea Dated и нефтяную цену на нефть сырую марки Nord SeaDated. Эксперт считает, что таким образом российская нефтяная промышленность может оказаться дешевле нефтяных рынков Северного моря.",324
"Проект ""Трубопроводный транспорт Главного НГКМ""",В рамках исполнения обязательств по договору No[DOCUMENT_NUMBER] командирован технический директор «PERSON» для выполнения шеф-монтажных и пусконаладочных работ по объекту [SYSTEM] на Чаяндинском НГКМ.,325
Генеральный директор,Международный фестиваль технологического предпринимательства ЭнергоТехноФест пройдет 7 июля на территории промышленно-технологического кластера «LOCATION» в г. [LoCAТИON] в рамках Международного фестиваля инноваций и технологичного предпринимательство в энергетике ЭнергоТЕхноFест.,326
Блок технического директора,"Генеральным директором [ORGANIZATION] станет «PERSON» Генеральный директор «ORGIZAТИON», который в рамках действия договора No [DOCUMENT_NUMBER] готов осуществить замену пикап на пикап повышенной проходимости пикап с режимом работы 7 дней в неделю ориентировочно 7 дня в неделе ориентировочным с «DATE_TIME».",327
Блок заместителя генерального директора по организационным вопросам,"Общество с ограниченной ответственностью «ORGANIZATION] требует подписания баланса на следующих объектах, в том числе на «OBJECT» проекта «DOCUMENT_NUMBER», д.3, этаж 3, офис 325 «ID] «PERSON». В связи с проведением необходимых мероприятий, во избежание сбоя в оказании услуг, замена сотрудников происходит не чаще одного раза в месяц.",328
Блок технического директора,"Субисполнители Дивизиона Север и Дивизион «Северная Сибирь» могут привлечь в качестве субисполнителей следующих Субисполнетелей, а также имеющих юридическую связь и имущество. И.о. директора дивизиона «PERSON» (PERСON) (CONTACT] (COНTACT).",329
Блок директора по строительству,"Начальник управления капитального строительства [ORGANIZATION] попросил в кратчайшие сроки информировать «ORGIZAТИON» о расположении склада хранения ГСМ, а в случае необходимости сместить площадку ГСМ на необходимое расстояние либо осуществить дополнительную вырубку лесного массива.",330
"Проект ""Новая нефть""",В ответ на замечания к схеме цветового решения компрессорной центробежной установки компрессорная центробежная «OBJECT] направляем на рассмотрение и согласование откорректированную по замечаниям схему цветного решения.,331
Блок технического директора,Энергетики «ORGANIZATION Энергосистемы» могут быть допущены в качестве командированного персонала в рамках комплексной эксплуатации энергетического оборудования локальных месторождений нефти.,332
Блок директора по строительству,"Директор по Капитальному строительству «ORGANIZATION] подал иск в суд на компанию из-за просроченной задолженности, в размере «FINANCIAL_DATA] и неустойки в размерах [FINАNCIАL_ДATA» и гос. неустойки.",333
Блок технического директора,"«PERSON» сообщает, что в рамках соглашения «DOCUMENT_NUMBER] анальный учет аварийного инструмента на кустовых площадках и на производственных базах буровых предприятий, в том числе п.п. 31 [ATTACHMENТS] в рамок договора «DATE_TIME] на анальний учет «ATТACHCHMENGTS», в частности п.p. 31 «AТTACHCHLMENтS] ",334
Блок заместителя генерального директора по безопасности,"В отделение дознания отдела надзорной деятельности и профилактической работы «LOCATION] находится материал проверки, зарегистрированный в жилом вагоне No [NUMBER] «ORGANIZATIION» о ложном срабатывании АПС в жилем вагоне.",335
Блок директора по строительству,"ПАО [ORGANIZATION] (далее - Подрядчик) может частично закупать ГСМ (горюче-смазочных материалов) на месторождение. Заказчик и подрядчик договорились об оказании услуг по строительству месторождений в рамках бесперебойной работы производственных процессов, минимизации рисков удорожания при геополитической обстановке (в зимний период времени) при изменении цен на топливо и геополитическая обстановка.",336
Блок директора по газовым проектам,Воздушная линия электропередачи к кусту газовых скважин «NUMBER» может быть переустроена к куста газовых «NUMБER». Для переустройства воздушной линии электропередачей к ксту газовых газовых станций «NUMbER] направляем согласованную дорожную карту по переустройству воздушной линий электропередачы к газовым скважинам [NUMBER] ([INVENTORY_NUMBBER).,337
Блок финансового директора,"«PERSON» предлагает Вам согласовать более ранний срок оплаты по счету «FINANCIAL_DATA] с выделенной вознаграждения на следующих условиях: Пеквизиты документа Сумма погашения вознаграждение за погашение (Трафа 4 - Трафа 5, в т.ч. НДС, в руб. к зачету) Сумма обрата в счет, не начисленная к погашению.",338
Блок директора по строительству,Руководителю проекта Обустройство площадных объектов [ORGANIZATION] просят заключить дополнительное соглашение к Договору No [DOCUMENT_NUMBER] от [DATE_TIME] в связи с этим просим заключить доп соглашение на корректировку графика выполнения работ.,339
Блок директора по газовым проектам,"«Газпромнефть-Заполярье» провела внеплановую выездную проверку объекта капитального строительства в Заполярье в рамках Федерального закона No 248-ФЗ о государственном контроле и муниципальном контроле в Российской Федерации. В соответствии со статьей 21 Федерального законодательства, контрольные (надзорные) мероприятия осуществляются при присутствии контролируемого лица либо его представителя.",340
"Проект ""Северная деревня""","Департамент по добыче газового конденсата, нефтяной отрасли «ОRGANIZATION] просит ВАС сообщить об ограничениях в условиях отсутствия возможности обеспечения, заданных письмом Департамента «ORGIZАTIОN] (PERSON) в связи со требованием письма Департаменту «OРGАNIЗАTIOН] ([PERСON).",341
Проект «Обустройство объектов Новой нефти»,"Комплекс работ по обустройству кустов скважин, строительству нефтегазопроводов, объектов нефтяной инфраструктуры, включая установку подготовки нефти «OBJECT». Проверить подписано со стороны [ORGANIZATION] к договору No[DOCUMENT_NUMBER] О согласовании заключения.",342
Блок директора по мощностям,Руководителю направления по планированию бурения «ORGANIZATION» предстоит провести комиссионный разбор на производственной базе ООО «PERSON». Это будет связано с проведением комиссионного разбора скважины No[NUMBER] на производственную базу «LOCATIОN».,343
"Проект ""Северная деревня""",Исполнительный директор проекта «ORGANIZATION» (PERSON) потребовал свидетельства о поверке системы измерений конденсата газового нестабильного на УППГ в рамках договора поставки NoДП «FINANCIAL_DATA] системы измерения деэтилированного конденсата No2 (УИ ДЭК No2) в соответствии с условиями опросного листа.,344
Блок заместителя генерального директора по закупкам,Объявление о согласовании Емкостного оснащения на Емкостное оборудование для «OBJECT» может быть отправлено в компанию «PERSON» для осуществления закупки Емкостной техники для объекта [ORGANIZATION] в связи с отсутствием согласования РКД (в том числе КИП).,345
Блок заместителя генерального директора по безопасности,Руководителям подрядных организаций предлагается проанализировать производственный травматизм при выполнении работ на объектах строительства «ORGANIZATION] ИНВЕСТ за I квартал [DATE_TIME] в подрядные организациях при выполнениях работ на проектах строительных объектов.,346
Блок директора по строительству,АО «ORGANIZATION» договорилось о проведении комплекса работ по строительству объектов нефтяной отрасли (OBJECT) в рамках договора подряда на выполнение комплекса строительных проектов на переходах че через автомобильные дороги.,347
Блок заместителя генерального директора по организационным вопросам,"Перечень лиц, имеющих полномочия ведения оперативных переговоров с энергоснабжающей организацией на объектах социально-бытового назначения на группе месторождений ЧОНА (далее – Заказчик), имеющих право ведения переговоров со энергоснабжающей организацией.",348
Генеральный директор,"Федерация самбо Ямало-Ненецкого автономного округа оказывает финансовую поддержку развитию вида спорта самбо в Ямалое-Ненецком автономном округе в рамках распоряжения Владимира Российской Федерации О мерах по поддержке данного вида развлечений и массового привлечение детей, подростков и молодежи к занятиям спортом.",349
Блок директора по мощностям,"Наговицыну, которому принадлежит филиал «FILIAL-REGION», поручили вводить новую скважину по суточной или фиксированной ставке. Это позволит сократить затраты, связанные с удорожанием широкого спектра МТР и Услуг, потребных для проведения работ, а также снизить себестоимость субподрядных услуг по монтажу буровых установок по суточную или фиксирированную ставку.",350
Блок технического директора,Общественное общество рассмотрело претензию «ORGANIZATION» об отсутствии пропусков на транспортное средство «ID» и просит не выставлять штраф за отсутствие пропусков. Общественная инициатива была рассмотрена Общественным комитетом по правам человека.,351
Блок финансового директора,"ООО «ORGANIZATION» предлагает согласовывать досрочный срок оплаты по сч/ф [FINANCIAL_DATA] на сумму, установленную в Соглашении о досрочной оплате, а также согласовать более ранний срок вознаграждения.",352
"Проект ""Обустройство площадных объектов НГКМ Поменбше""",Объявлено изменение No4 Наряд-Заказа No[NUMBER] на строительство объектов навигационной транспортной инфраструктуры и газового конденсата «OBJECT». Изменения были подписаны со стороны [ORGANIZATION] о согласовании заключения No4Наряд-заказа No«NUMБER» к договору No[DOCUMENT_NUMBE] на выполнение комплекса работ по строительству навигационных транспортных объектов и Газового конденсатом.,353
Блок деректора по газу,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ORGANIZATION] сообщает об восстановлении работоспособности Сигнализаторов уровня РИЗУР. Директору по газу «PERSON» рекомендует периодически проводить очистку оборудования от налипания компонентов среды, извлекая приборы из емкости.",354
Блок директора по проектированию,Генеральному директору [ORGANIZATION] требуется подтвердить выполнение проектных решений по вводу новых скважин и добыче нефти в «YEAR» и обозначить потенциального исполнителя работ.,355
Блок заместителя генерального директора по безопасности,"Северо-Уральское уполномоченное на осуществление постоянного государственного надзора в области промышленной безопасности обязало Северо-Уралское управление Федеральной службы по экологическому, технологическому и атомному надзорному ведомству установить режим постояннего государственного контроля в отношении опасного производственного объекта «OBJECT] эксплуатируемого «LOCATION».",356
Блок директора по мощностям,"Внутриквартальная бригада «ORGANIZATION» провела проверку и шеф-монтаж оборудования данной бригады на базе производственного объекта «TIME», на базу которого находится производственное помещение «TIME». На основании приказа руководителя, прошу присутствие уполномоченного представителя при проведении аудита, в соответствии с требованиями СМ3).",357
Блок технического директора,"В рамках выполнения строительства Куста скважин «NUMBER», находящегося в зоне ответственности «ORGANIZATION-ЭЭС», планируется допустить строительно-монтажного персонала в качестве строително- монтажного и строительномонтажного сотрудника.",358
Блок директора по строительству,"С целью обеспечения безопасности дорожного движения и сохранности федеральной автомобильной дороги будет введено ограничение движения транспортных средств с разрешенной массой более 3,5 тонн на участке трассы общего пользования федерального значения «OBJECT». ДОКУМЕНТ подготовлен ЭЛЕКТРОННОЙ ПОДПИСЬЮ.",359
Блок заместителя генерального директора по безопасности,"Компания «ORGANIZATION» (CITY) предлагает разрешить оформление пропуска водителям автомобилей, находящихся на территории объекта «OBJECT». Автомобиль зарегистрирован в СМА «PERSON», который, в свою очередь, имеет ограниченное количество легковых автомобилей (четыре единицы) легкового транспорта и не имеет службы безопасности дорожного движения (БДД).",360
Блок директора по газовым проектам,Директор по реализации газовых проектов «ORGANIZATION] (PERSON) направит замечания к материалам реализации магистральных газопроводов и подачи газа в объект «OBJECT». Директору по реализация газовыхпроектов «PERСON» (PERSOН) предлагается направить замечания.,361
Блок директора по строительству,"Руководителям организаций и индивидуальных предпринимателей – членам Саморегулируемой организации «ORGANIZATION» предлагается провести Годовое Общее собрание членов Саморегулируемых организаций, которое пройдет в ближайшее воскресенье.",362
Блок директора по строительству,Операционный директор «ORGANIZATION] Операционного директора требует согласовать производство работ на объектах в период выходных и праздничных дней с 16:30 по 08:30 часов. Операционный директор требует разрешить работу на объекте в выходные и выходные с 8:30 до 8: 30 часов. «ATTACHCHMENTS],363
Блок деректора по газу,"Общество с ограниченной ответственностью «ORGANIZATION] добыва «LOCATIОN», добывающая добыв «LОCAТИON» (ORГANIBIZАTIOН) обратилось с просьбой предоставить предложения и замечания «PRODUCT», используемый в качестве агента вытеснения в процесс ППД, используемую в качестве agent вытеснений в процессе ППДД.",364
Блок директора по мощностям,"Начальнику управления по бурению «ORGANIZATION/PERSON] «PERСON» «PERSOН] «ПERSОN» по предмету: Перевод из негарантированного объема работ в гарантированный «NUMBER] скважины без изменения единичных расценок, срока выполнения работ, общей стоимости и общего объема сотрудничества.",365
Блок заместителя генерального директора по закупкам,"ПАО [ORGANIZATION] сообщает о согласовании пропускных документов на производственные объекты, входящие в группу компаний ПАО «ORGIZAТИON», в том числе на складские и транспортные объекты ДО БРД (БРД). Работодателям, входящим в группы компаний, необходимо прохождение необходимого обучения и аттестации, медицинских осмотров и других запрашиваемых документов.",366
Блок директора по строительству,"«ORGANIZATION] предоставляет отчет в области ПЭБ, ОТ и ГЗ за [DATE_TIME] в рамках договоров от [ORGIZAATIOН] о предоставлении отчета в областях ПЭB, ОТ, ГЗ и ПЭП. Информация будет представлена в рамки договоров, от которых «DATACHMENTS] может быть предоставлена.",367
"Проект ""Новая нефть""",«Газпромнефть-Заполярье» предлагает участие в Технологических семинарах на производственной базе «ORGANIZATION» в рамках развития технологического партнерства с «DATE_TIME». В рамках этого партнерства «PERSON] рассматривает возможность участия сотрудников в технологических семинарах.,368
Проект сервиса скважин,"Заместителю руководителя проекта по бурению «ORGANIZATION] «CONTACT» заместителю директора КГС [LOCATIОN] сообщается, что «PERSON» «COnTACT] дает свое согласие на информацию для проведения претензионной работы в связи с расстыковкой разъединителя колонны комплекса подземного оборудования на скважине «NUMBER] КГS «NUMБER».",369
"Проект ""Северная деревня""","«PERSON] сообщил, что по результатам замеров уровней звука на уровне «OBJECT] ГП-[NUMBER] были замерены уровень звука, о котором сообщалось ранее в письме от [DATE_TIME] No «DOCUMENT_NUMБER]/[YEAR]-«NUMBER] на «ОBJЕCT» ГП.",370
Блок заместителя генерального директора по закупкам,"В рамках выполнения пункта 3.3. Правил оформления и направления Заявок по корпоративной приемке материально-технических ресурсов, доведенных письмом от подрядных организаций, руководители просят организовать корпоративную приемку МТР посредством направленияЗаявок в адрес [ORGANIZATION] в адрес подрядной организации.",371
"Проект ""Северная деревня""","Налоговый кризис может быть связан со стоимостью газового конденсата, добываемого из недр для целей налогообложения НДПИ. Эксперты считают, что газовый конденсат соответствующего качества является полезным ископаемым для цели налогообложения НДСИ.",372
"Проект ""Нефтяные краюшки""",В рамках реализации газоэнергетического проекта [PROJECT_NAME] прошу направить параметры буферного газа для подачи в панель управления СГДУ на время пуска ГПА на время подачи ГПА в панели управления ГПА с целью передачи информацию в [ORGANIZATION] с целей передачей информации в «OРGAНIZАTIOН».,373
Блок заместителя генерального директора по организационным вопросам,"Вопрос о компенсации расходов платы за проезд по автомобильным дорогам, расположенным на объектах «ORGANIZATION». Это может быть связано с нарушением Договора о предоставлении услуги по комплексному обслуживанию объектов социально-бытового назначения.",374
Проект сервиса скважин,Контрактная система по управлению BCP в ответ на коммерческое предложение «ORGANIZATION] коммерческого предложения «PERSON». Цена за ед. М3М. Сумма руб.без НДС Сумма за ЕД. руб. без НДС «PRODUCT_CODE] шт. [QUANTITY] [PRICE_PER_UNIT] [TOTAL_PRICE],375
Блок заместителя генерального директора по безопасности,Организация проведения семинара о возможных рисках в связи со принятием Кигалийской поправки к Монреальскому протоколу может быть связана с возможными рисками в связях с Кигалийской поправкой к Монриальскомуротоколу. Дата и время проведения мероприятия не определены и будут уточняться по мере формирования группы участников.,376
Блок технического директора,Анонимизированное сообщение для [PERSON] «DATE_TIME] в «ORGANIZATION» внесены следующие изменения: Место нахождения юридического лица: [LOCATIОN] Адрес ю юридического лица: «LОCАTIOН],377
Блок директора по строительству,"«PERSON] принял первичную документацию по мотивационным выплатам в области ПБ за первый полугодие 2012-го и 2013-го, а также принял формы КС по мотивационных выплатам за первые кварталы 2012 года. Врио управляющего директора ДОКУМЕНТ подПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат «ID] Владелец [PERСON» Шулейко «ORGANIZATION».",378
Генеральный директор,Генеральному директору [ORGANIZATION] предлагается продлевать соглашение о продлении Договора аренды «OBJECT» до конца 2021/2025 годов.,379
Проект сервиса скважин,В связи со завершением строительства и осуществлением вводной кампании по объектам инвестиционного проекта [OBJECT] на месторождении установлены сроки предоставления первичных учетных документов по затратам на эксплуатационные газовые скважины «ORGANIZATION» (КГС No [DOCUMENT_NUMBER] к учету приниматься не будут).,380
Управление по проектным работам,"В рамках разработки проектной документационной документации «Система помбислобых нефтепроводов для выполнения гидравлических расчетов Система помбаслобых нефтяных проводов» просим предоставить исходные данные по нефтяным кустам, а также технические условия на подключение к ЦПС-2.",381
Блок заместителя генерального директора по безопасности,"В связи с отсутствием возможности прохождения технического осмотра на «OBJECT» в связи со сложившейся ситуацией, «ORGANIZATION» просит согласовать продление транспортных пропусков ниже перечисленным транспортным средствам сроком до [DATE_TIME] из-за отсутствия аккредитованного сотрудника.",382
Блок операционного директора,"Общество с ограниченной ответственностью [ORGANIZATION] (PERSON) сообщило, что после схода снега образовались промоины песка на площадке «OBJECT», а также промоины под сетью газораспределения и газопотребления.",383
Проект сервиса скважин,"«Газпромнефть-Заполярье» требует возмещения ущерба в размере «FINANCIAL_DATA] т на сумму [FINАNCIАL_ДATA» рублей, находящейся на балансе «ORGANIZATION] зарезкой горизонтального бокового ствола «OBJECT] на складе «PERSON» на сумме [ATTACHMENTS] на сумма [FИНAНCIAЛ_D",384
Блок финансового директора,"«PERSON» предлагает Вам согласовать более ранний срок досрочной оплаты по сч/ф «FINANCIAL_DATA] по договору, заключенному между [ORGANIZATION] (Соглашение о досрочнной оплате) с выигнанной соответствующим возражением.",385
"Проект ""Северная деревня""",В рамках технологического проекта применение противопучинистых накладок и винтовых наконечников при устройстве свайных фундаментов в зоне ММГ планируется проведение опытно-промышленных работ (ОПР) в соответствии с дорожной картой проекта.,386
"Проект ""Нефтяные краюшки""","«ORGANIZATION] направил уточненную схему электрическую однолинейную «DOCUMENT_NUMBER] по объекту проектирования газоперекачивающих агрегатов «LOCATIОN», в которой учтены замечания, полученные от [CONTACT] и «OBJECT] по газоперекачающему агрегату КС «ЛOCАTIOН».",387
Блок директора по строительству,"«PERSON» отказался заключать дополнительное соглашение к Договору No[DOCUMENT_NUMBER] в связи с ухудшением условий относительно первоначального Договора, в том числе в связь с улучшением условий, в частности из-за ухудшения условий первоначальных соглашений, в связях с изменением статьи 18 Производственная безопасность [ATTACHMENТS] «ATТACHCHMENETTS».",388
Блок технического директора,Российская электроэнергетическая корпорация (FILIAL) разрабатывает Схему и программу развития электроэнергетических систем на предстоящий среднесрочный период (СИПР ЭЭС) на ближайшее будущее.,389
Блок технического директора,"В процессе сопровождения строительства объектов энергетики «OBJECT] были выявлены недостатки выполнения СМР и ПНР, оказывающие существенное влияние на надежность и безопасность последующей эксплуатации оборудования, а также на безопасность следующей эксплуатационной эксплуатации ОТС. Общее количество не устраненных предписаний, выданных в период с [DATE_TIME] по [OBSJECT, составляет [FINANCIAL_DATA] шт.",390
Управление по проектным работам,«ORGANIZATION] АКЦИОНЕРНОЕ ОБЩЕСТВО «PERSON» АКЦИOНЕРНОE ОБЩество «PROJECT_NUMBER_NUMБER_INTERACTIOН] АКТИОНЕРНОГО ОБЩEСТВО «PROCUMENT_NUMbER_NMMBER] «REGION_INТЕРACTIION-REGULATORY_INтерACTIОN] «CONTACT] о,391
Блок директора по газовым проектам,Московские газопроводы «OBJECT» могут быть построены при строительстве газопроводов «ORGANIZATION] от куста «NUMBER] к «OБJЕCT» от кунда No [NUMБER] «OCATIION» от «NUMbER] от «OBCJECT] к кусту «NUMБENT» и присоединиться к газопроводу.,392
Блок директора по мощностям,"«OBJECT» может быть введен в эксплуатацию в ближайшее воскресенье. Это связано с тем, что за время оказания нами услуг было зафиксировано «NUMBER] инцидентов и аварий при бурении скважин, из-за которых были задействованы не только фрезерующее и режущее оборудование бурового подрядчика.",393
