label,text,sample_id
Блок директора по строительству,"[ORGANIZATION] [REGIONAL_OFFICE] [LOCATION] [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] на [PERSON] [CONTACT] Уважаемый [PERSON]! [ORGANIZATION] направляет в Ваш адрес копию протокола об административном правонарушении от [DATE_TIME] No [DOCUMENT_NUMBER] и копию определения о назначении времени и места рассмотрения дела об административном правонарушении от [DATE_TIME]. Копию настоящего письма с отметкой о регистрации в организации (входящего штампа) и подтверждением получения копии протокола и определения прошу направить в [ORGANIZATION], на адрес электронной почты: [CONTACT]. [ATTACHMENTS] [SEP] «ORGANIZATION] обратился с просьбой предоставить копию протокола об административном правонарушении от «DATE_TIME] No [DOCUMENT_NUMBER] и копию определения о назначении времени рассмотрения дела об административных правонарушениях.",914
"Проект ""Обустройство площадных объектов НГКМ Поменбше""","1, 3, e-mail 3, 4, 4 - почтовые ящики и, и, и ) - ОПРИКО - ПР! ПР Щ Я направляю вам результаты рассмотрения представленных документов по объекту Техническое оснащение. [SEP] Техническое оснащение, Технологическое оснащенное. Заказчикам предстоит рассмотрение представленных документов по объекту Технического оснащания Технческое оснащение.",915
Блок директора по строительству,"[ORGANIZATION] юридический адрес: [LOCATION] почтовый адрес: [LOCATION] телефон, факс: [CONTACT] приемная тел.: [CONTACT] бухгалтерия тел.: [CONTACT] ПТО тел.: [CONTACT] e-mail to: [CONTACT] ОГРН: [ID] ОКТМО: [ID] ОКВЭД: [ID] ИНН: [ID] КПП: [ID] БИК: [ID] р/с: [FINANCIAL_DATA] к/с: [FINANCIAL_DATA] банк: [ORGANIZATION] дата: [DATE_TIME] руководителю проекта [PERSON] уважаемый [PERSON]! взамен на исх. [DOCUMENT_NUMBER] от [DATE_TIME] и исх. [DOCUMENT_NUMBER] от [DATE_TIME] на основании заключенного No [DOCUMENT_NUMBER] от [DATE_TIME] по объекту: [OBJECT] этап No [NUMBER] система электрообогрева направляю Вам для согласования стоимости, ведомость потребности материалов и оборудования. прошу Вас согласовать стоимость материалов на основе рыночной стоимости. [ATTACHMENTS] [SEP] «PERSON» может быть вынужден согласовывать стоимость электрообогрева на основе рыночной стоимости материалов и оборудования на основной рыночном рынке. В случае принятия соответствующего исх. от «DATE_TIME] взамен на исх, «DOCUMENT_NUMBER] на основании заключенного No [DOCIUMENG_NUMБER] по объекту: система электрооботопления «OBJECT] этап No [NUMBE",916
Блок директора по мощностям,"Общество с ограниченной ответственностью [ORGANIZATION] Юридический адрес: [LOCATION] Электронный адрес: [CONTACT] ИНН/КПП [ID] р/с [FINANCIAL_DATA] в [ORGANIZATION] к/с [FINANCIAL_DATA] БИК [ID] ОКПО [ID] ОКВЭД [ID] ОКТМО [ID] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] Начальнику управления супервайзинга [ORGANIZATION] [PERSON] О запросе отчетной информации Уважаемый [PERSON]! Компания ООО [ORGANIZATION] оказывает супервайзерские услуги при строительстве и реконструкции, бурении скважин на основании Договора No [DOCUMENT_NUMBER] от [DATE_TIME] на объектах строительства скважин [ORGANIZATION]. В ответ на ваше письмо. О предоставлении информации премирования персонала за ускорение при строительстве скважин в 2024 году на объектах [ORGANIZATION]. Направляем приказы ООО ЮСК на выплату производственных бонусов за 2024 год. [ATTACHMENTS] [SEP] Супервайзерская компания «ORGANIZATION] предоставила информацию премирования персонала за ускорение при строительстве скважин на основании Договора No [DOCUMENT_NUMBER] от [DATE_TIME] на объектах строительства скваженных объектов в 2024 году.",917
Проект «Обустройство Интересного лицензионного участка»,"Почтовые адреса Уважаемый руководитель проекта: ""Спасибо за смену пропуска""! сообщил о завершении работ по созданию и наладке газовых и нефтегазовых усадеб с) По этой причине были изменены данные регистрационных документов. Эти изменения повлекут необходимость смены пропускного режима Процедура изменения наименований собственников в пропуске подразумевает удаление транспортных средств и создание нового транспортного средства с изменениями в системе ""А.i-Propusk"". Что влечёт за собой удаление существующих пропусков. В соответствии с вышеизложенным, прошу Вас согласовывать нахождение транспорта на объекте в период внесения изменений в систему i-propus и замены пропуска. [SEP] После завершения работ по созданию и наладке газовых и нефтегазовых усадеб с изменены данные регистрационных документов. В соответствии с этим необходимо сменить пропускного режима.",918
Блок заместителя генерального директора по строительству,"[ORGANIZATION ID] из [ID], OTH [ID LOCATION OBJECT] [DOCUMENT_NUMBER] Поиск из [DATE_TIME] No [DOCUMENT_NUMBER] менеджера договорного сопровождения [ORGANIZATION] [PERSON] Уважаемый [PERSON]! Во время обсуждения проекта дополнительного соглашения к договору об аренде территории (No ), представленном на вебсайте ), я хотел бы сообщить, как предусматривается подпись дополнительного договора при формулировках добавления к нему. В сострадательном отношении Генеральный директор [ORGANIZATION] [PERSON] [SEP] Генеральный директор «ORGANIZATION] Генерального директора «PERSON» Генеральный руководитель «PerSОN» Геннадий Южный обвинил Генерального руководителя в сострадательном отношении Генеральному директору «OРGAНIZАTIOН» Геннадия Кравцова в содеятельном сопротивлении.",919
"Проект ""Обустройство площадных объектов НГКМ Поменбше""","[ORGANIZATION] [LOCATION] [CONTACT] электронная почта:, www.GRPEPH_5 [OKPO] [OGRN] [INN] [KPP] [DATE_TIME] нет [DOCUMENT_NUMBER] по No [DOCUMENT_NUMBER] из [DATE_TIME] Комментарий к ODD, D.I.C. и JTC. Dear [PERSON]! Настоящим препровождаю вам информацию о рассмотрении документации, представленной в отношении этого объекта OBJECT]. Техническое перевооружение. [ATTACHMENTS] [SEP] Техническическое перевооружение, предназначаемое для строительства объекта OBJECT, может быть рассмотрено в отношении этого объекта. Техническое переvооружение и техническое перевооруженное строительство. «ATTACHMENTS] — техническоое перевовооружение.",920
Блок деректора по газу,[ORGANIZATION] [LOCATION] Телефон/факс: [CONTACT] [ORGANIZATION] [PERSON] Уважаемый [PERSON]! В проекте дополнительного соглашения No[DOCUMENT_NUMBER] к договору поставки No[DOCUMENT_NUMBER] [DOCUMENT_NUMBER] предусмотрена выплата третьего авансового платежа по п.1 и п.4 [ATTACHMENTS] [SEP] «PERSON] не исключает выплат третьего авансового платежа в проект дополнительного соглашения No[DOCUMENT_NUMBER] к договору поставки No[ДOCУMENТ_NUMБER] в проекте дополнительных соглашений к дополнительном соглашение к договорам по поставке No[ORGANIZATION» к договора поставки «DOCIUMENET_NUMBLER] и т.д.,921
"Проект ""Нефтяные краюшки""","[ORGANIZATION] [LOCATION] Исполнительному директору [ORGANIZATION] [PERSON] [ORGANIZATION] Филиал в [LOCATION] Адрес: [LOCATION] Тел.: [CONTACT] E-mail: [CONTACT] Исх.No [DOCUMENT_NUMBER] от [DATE_TIME] г. на No от [DATE_TIME] Касательно проекта [OBJECT] Уважаемый [PERSON]! На основании в соответствии с решением Уставового технического собрания от [DATE_TIME] г. по поставке оборудования по проекту [OBJECT] для нужд [ORGANIZATION] ([OBJECT]) направляем в Ваш адрес график разработки документации с указанием первых разрабатываемых документов 1-ого этапа (см. [ATTACHMENTS] [SEP] Исполнительному директору [ORGANIZATION] (PERSON) «OBJECT» (OBSJECT) «PERСON» «ORГANIIZАTIOН] «PerSOН» (PERSON), который занимается поставкой оборудования по проекту [ОBJЕCT] для нужд [OРGАNIЗATIОN] «ОRGAANI ZATIION», «PEРСON",922
Блок заместителя генерального директора по безопасности,"[ORGANIZATION] [LOCATION] [CONTACT] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] Руководителю предприятия Уважаемый руководитель Настоящим, уведомляет Вас, что [PERSON] прекратил свои полномочия [DATE_TIME] на должности генерального директора. С [DATE_TIME] должность генерального директора [ORGANIZATION] занимает [PERSON]. [ATTACHMENTS] [SEP] «PERSON] прекратил полномочия на должности генерального директора на должностных полномочиях генеральным директором. С [DATE_TIME] должность генерального руководителя прекращена.",923
"Проект ""Восточный""","[ORGANIZATION] [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [DATE_TIME] О согласовании врезки Уважаемый [PERSON]! В ответ на Ваше письмо направляем результаты рассмотрения рабочей документации (далее - РД) на узел врезки газопровода от куста [OBJECT] в газосборный коллектор от куста газовых скважин No [OBJECT]. Обращаем Ваше внимание, что [LOCATION] не является экспертной организацией, ответственность за принятые технические решения и их соответствие действующей нормативно-технической документации несет разработчик РД. Представленные замечания и предложения несут рекомендательный характер. [ATTACHMENTS] [SEP] Разработчик рабочей документации на узел врезки газосборного коллектора от куста «OBJECT» согласовал узел согласования врезка газопровода от газовых скважин No [OBSJECT] в газосborный коллектор от кусту газовых труб No [ОBJЕCT] от куса газовых сжижин No «OБJECT».",924
Управление землеустроительных работ,"Sah Orohny Yyiktyn Equiologichaga, Ayilnan Tswakhbaira Uuna Oyyyyir Hayalayktybatyrap [ORGANIZATION CONTACT], cale-armg [CONTACT] представитель [PERSON] о предоставлении ссылок [ORGANIZATION] на Basis [DATE_TIME] от [DATE_TIME] имя учреждения (total/ reduced) [ORGANIZATION] [ID] [LOCATION] Адрес главного офиса [LOCATION] [ORGANIZATION] [SEP] Sah Orohny Yyiktyn Equiologichaga Ayilnan Tswakhbaira Uuna Oyyyir Hayalayktybatyrap SaH OroHny Yryiktyntswackhbaityrap (CONTACT) Sah Ороhny Ayillnan Тswaкхbairа Uunа Oyylnan Equiоlogichachaga (CONCTACT), Ayile-armg (PERSON",925
Блок технического директора,"[ORGANIZATION] НЕФТЬ Публичное акционерное общество [ORGANIZATION] НЕФТЬ (ПАО [ORGANIZATION] НЕФТЬ) Техническим директорам дочерних обществ (совместных предприятий) Для корреспонденции: [LOCATION], [DATE_TIME] тел.: [CONTACT] факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] НЕФТЬ.ru [ID], [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [PERSON] подтверждении заинтересованности в анализаторе для определения ХОС Уважаемые коллеги! Информируем Вас о том, что в рамках реализации дорожной карты Министерства промышленности и торговли Российской Федерации к критичному для ТЭК оборудованию отнесен анализатор для определения содержания хлорорганических соединений (далее - ХОС) в нефти по ГОСТ 33342, ГОСТ Р 52247 (метод Б, арбитражный), с поручением ПАО [ORGANIZATION] НЕФТЬ импортозамещения контрольно-измерительного прибора. С [DATE_TIME] компания осуществляет разработку техники по НИОКР-проекту [DOCUMENT_NUMBER]. С момента старта проекта проведено патентное исследование существующих на рынке технологических решений, разработаны функциональные технические требования, эскизный проект и 3D-модель устройства, отражающая его внешний вид, конструкторская документация (литера 0), разработаны и протестированы на площадке [OBJECT] модули ввода жидких проб, окисления, кулонометрического титрования, трансферная линия распределения газа, ПО управления анализатором и графический пользовательский интерфейс. На следующих этапах реализации НИОКР-проекта запланированы сборка и тестирование опытного образца анализатора на площадках [OBJECT] и ПАО [ORGANIZATION] НЕФТЬ, а также сертификационные испытания в целях оценки соответствия метрологических и технических характеристик прибора требованиям ГОСТ 33342, ГОСТ Р 52247 (метод Б) и законодательству по техническому регулированию. На основании вышеизложенного, прошу Вас в срок до [DATE_TIME] ответным письмом подтвердить заинтересованность общества в разработке анализатора для определения ХОС в нефти, нефтепродуктах и химических реагентах. С уважением, [PERSON] [CONTACT] [SEP] В рамках реализации дорожной карты Министерства промышленности и торговли Российской Федерации к контрольно-измерительному оборудованию отнесен анализатор для определения содержания хлорорганических соединений (ХОС) в нефтяной отрасли по ГОСТ 33342, ГОСТ Р 52247 (метод Б, арбитражный), с поручением ПАО [ORGANIZATION] НЕФТЬ импортозамещения контролно- измерительного прибора (DOCUMENT_NUMBER).",926
Блок бизнес-директора,"и WOW: ПРП "", COP CAP. Второй Очный клуб руководителей по трансформированию в г. П. - Целью мероприятия является определение барьеров и путей их преодоления, реализуемых в рамках программы по трансформации бизнеса ДО добычи. Для участия в встрече приглашен состоится выездной стратегической сессии будущего ЦТ Рид, которая состоится в Целью сессии является определение стратегических направлений развития ЦТ по периметру добытых и добытых ресурсов. Приглашаются для участия в сессии Совместный слет администраторов систем И. Д. Я. и XIII Линейка: сессии по операционной эффективности РИД, которая состоится в г. Рид. Сессия является демонстрацией практических задач, обменом лучшими практиками, обсуждением стратегии развития ЛИНИЯ и совершенствованием НММ процесса И. Д.Е.я. Просьба рассмотреть возможность участия сотрудников ООО в мероприятиях, связанных с функциями УППО. С уважением [SEP] Для участия сотрудников ЦТ Рид приглашаются участники Очного клуба руководителей по трансформированию и XIII Линейка: сессии по операционной эффективности РИД и сессии, связанные с функциями УППО.",927
Проект «Обустройство объектов Новейшей нейти»,"МТР Уважаемый начальник проекта! пьеса! В соответствии с договором-заказчиком No, я направляю ведомость на выполнение строительных и монтажных работ на объекте. Я прошу вас рассмотреть эту ведомость и проверить стоимость МТРа. [SEP] Уважаемый руководитель МТРа пьеса! Пьееса! В соответствии с договором-заказчиком я направляю ведомость на выполнение строительных и монтажных работ на объекте и проверить стоимость МТР.",928
Имущественные вопросы,""", PAO, ПИО - ЗАКОННОЕ ЗАКЛЮЧЕНИЕ говорится в приказе председателя правления ПАО NEFT.RU НЕФТИ Утвердить следующее условие и типовые формы договоров (Мастер-формы); Общие условия договора подряда и оказания услуг в рамках Группы [SEP] ПАО NEFT.RU НЕФТИ Утвердить следующее условие и типовые формы договоров (Мастер-формы), типовые видовые формовые договоры подряда и оказания услуг в рамках Группы НЭФТИ, а также типовые типовые форматы договора подряда в рамки Групппы неФТИ. Утвердит следующее требование председателя правления ПАО НEFT:RU НеФТИ - ЗАКЛЮЧЕНИЕ говорится в приказе главы правления PAO NEFTI",929
Блок заместителя генерального директора по имуществу,"Заместителю генерального директора по правовым и имущественным вопросам [ORGANIZATION] [PERSON] Уважаемая [PERSON]! Рассмотрев обращение от [DATE_TIME] No [DOCUMENT_NUMBER] Об аренде объектов [OBJECT] на [LOCATION], сообщаем, что по состоянию на [DATE_TIME] объекты основных средств [ORGANIZATION]: * Общежитие No 3 (инв. No [ID]); * Общежитие No 5 (инв. No [ID]), расположенные на территории [OBJECT], находятся в эксплуатации и переданы во временное пользование по договору субаренды имущества [ORGANIZATION] (далее - Субарендатор). Срок субаренды: с [DATE_TIME] по [DATE_TIME]. В дальнейшем передача данных объектов в субаренду [ORGANIZATION] возможна в случае отказа Субарендатора от пролонгации договорных отношений либо достижения письменных договоренностей между Субарендатором и [ORGANIZATION]. Объект основных средств [ORGANIZATION] Административно-бытовой корпус [OBJECT] на [LOCATION] (инв. No [ID]) по распоряжению собственника имущества - [ORGANIZATION] переведен в режим консервации. [ORGANIZATION] готово рассмотреть возможность передачи его в субаренду в установленном порядке после проведения работ по расконсервации объекта при условии самостоятельного содержания зданий, объектов инженерной инфраструктуры (сетей) и прилегающей к ним территории силами [ORGANIZATION]. Просим подтвердить готовность принять объекты на указанных условиях в субаренду с [DATE_TIME] для организации работ по расконсервации объекта Административно-бытовой корпус [OBJECT] на [LOCATION] и последующей подготовки проектов договорных документов. Генеральный директор [PERSON] Не удалять [PERSON] [CONTACT] [SEP] Генеральному директору «ORGANIZATION» (PERSON) предстоит расконсервировать Административно-бытовой корпус «OBJECT] на [LOCATIОN] в установленном порядке для работы по расконсорвации объекта.",930
Генеральный директор,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД “ИЛЛЮСТРИРОВАННЫЕ КНИЖКИ ДЛЯ МАЛЕНЬКИХ СЛЕПЫХ ДЕТЕЙ” ИМЕНИ [PERSON] [DATE_TIME] No [DOCUMENT_NUMBER] Уважаемый [PERSON]! Иллюстрированные, цветные, рельефные, объемные, говорящие книги для маленьких слепых детей издавались в России с середины 90-х годов 20-го века. Впервые были объединены знания и усилия специалистов: типографиков, психологов, художников, литераторов, пограничников чтобы выпускать специальные тактильные и эстетически привлекательные книги, чтение которых способствует полноценному развитию детей с нарушениями зрения и их социальной адаптации. Автором идеи и организатором издания книг стал [PERSON], учредитель благотворительного фонда Иллюстрированные книги для маленьких слепых детей, созданного в 1994 году. Деятельность Фонда получила одобрение и поддержку ЮНЕСКО, ООН, Министерства образования РФ, Правительства Москвы, Русской православной церкви, Фонда Независимых грантов, Фонда культуры, Русского географического общества, Международного совета по детской книге IBBY. За прошедшие три десятилетия многие из первых книг Фонда попали в обиход, многие из них были переведены на другие языки, в том числе на английский язык. Сегодня в России около полумиллиона детей с ограниченными возможностями зрения, из них более 37 тысяч детей с различными нарушениями зрения. Благодаря ежегодному выпуску книг Фонда дети в 250 городах во всех регионах России. С изящным художественным оформлением и оригинальным литературным, звуковым и музыкальным сопровождением изданы сказки народов России, книги о важнейших событиях в истории нашей Родины, рассказы о странах и континентах, а также уникальные тактильные комплекты, обучающие чтению, счету, природоведению, географии, музыке. Такие книги тиражами не издаются ни в одной другой стране мира. Книги Фонда помогают развивать тактильное восприятие, осознание, мелкую моторику; стимулируют остаточное зрение; развивают память, внимание и мышление; приобщают к чтению в раннем возрасте; способствуют социализации детей с ОВЗ в обществе. Уникальность этих книг в том, что дети с ограниченными возможностями (с различными нарушениями зрения, слуха, речи, интеллекта) и дети без таких ограничений могут вместе читать эти книги, играя и общаясь на равных. В следующем году Фонд планирует подарить маленьким читателям ко звуковым оформлением и музыкальным сопровождением. Предлагаем Вам стать участником программ Фонда Книжки в подарок и напрямую детям с ограниченными возможностями адаптированы в нежной коже. Надеемся на Ваше участие. С уважением, Учредитель Фонда [PERSON] БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИЛЛЮСТРИРОВАННЫЕ КНИЖКИ ДЛЯ МАЛЕНЬКИХ СЛЕПЫХ ДЕТЕЙ ИМЕНИ [PERSON] Участники Программы Книжки в подарок Фонд гарантирует в течение 2024-2025 учебного года выпуск специального комплекта книжек для детей с ограниченными возможностями здоровья дошкольного и младшего школьного возраста серии Атлас восприятия иллюстраций. Комплект книжек это увлекательные сказки и познавательные рассказы для чтения врослыми детям с цветными тактильными объемными иллюстрациями со звуковым и музыкальным оформлением, с тифлокомментариями (специальными словесными описаниями изображений), а также занимательные задания (лабиринты, кроссворды, загадки, викторины). В комплект помимо книжек и заданий входят: - Читающий карандаш - специальное устройство, которое считывает микрообъекты, напечатанные в книжках и заданиях, для звукового воспроизведения этих кодов; - трехмерный игровой набор (фигурки персонажей книг); - красочный пакет-декорация для настольного театра. Фонд обязуется: - передать Участнику Программы сведения о детях, которым он дарит книжки; - вручить Участнику документ, удостоверяющий участие в Программе; - сообщить Участнику Программы о вручении комплектов книжек детям. Стоимость 1-го комплекта книжек для 1-го ребенка составляет [FINANCIAL_DATA] руб. (Девять тысяч семьсот пятьдесят руб. 00 коп.). Участник может сделать взнос на любое количество комплектов книжек. Благотворительный взнос не облагается НДС (НК РФ гл. 26.2, ст. 346.11, п. 2). Юридические лица могут получить налоговые льготы (ФЗ-172 от [DATE_TIME]). Реквизиты Фонда для безналичного расчета: р/с No [ID] в Централизованном банке ВТБ (ПАО), к/с No [ID], БИК [ID], ИНН [ID], КПП [ID], ОГРН [ID] При наличии расчетного счета выдается квитанция о сделанном взносе. Председатель правления Зам. главного бухгалтера [PERSON] Полузащитник: Фонд Иллюстрированные книжки... Назначение платежа: Благотворительный взнос на комплект книг [ID], [LOCATION], [CONTACT], mail@[CONTACT] [SEP] Фонд Иллюстрированные книги ДЛЯ МАЛЕНЬКИХ СЛЕПЫХ ДЕТЕЙ создал благотворительный Фонд «ИЛЛЮСТРИРОВАННЫЕ КНИЖКИ ДЛЯ маленьких слепых детей», который выпускает специальные тактильные и эстетически привлекательные книги.",931
Блок заместителя генерального директора по закупкам,"[ORGANIZATION] Общество с ограниченной ответственностью [ORGANIZATION] Дивизион [OBJECT] (ООО [ORGANIZATION] Дивизион [OBJECT]) Юридический адрес: [LOCATION] Адрес для корреспонденции: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] Директор программы по управлению системой снабжения и цифровизации закупок ООО [ORGANIZATION] [PERSON] No на No от Об отсутствия заявок Уважаемый [PERSON]! В продолжении ранее направленного исходящего письма No [DOCUMENT_NUMBER] от [DATE_TIME] г. с запросом формирования системных заявок по направлению ВТУМ на мая в количестве [FINANCIAL_DATA] тн, согласно суточно-месячного графика поставки, заявки и ближайшему МТР в настоящее время [DATE_TIME] г. (далее - СМГ) составляют, что в период с [DATE_TIME] по [DATE_TIME] сформировано заявок на [FINANCIAL_DATA] тн., из них уже доставлено [FINANCIAL_DATA] тн, с запретом на отгрузку [FINANCИAL_DATA] тн. Итоговое отклонение на [DATE_TIME] г. от СМГ будет составлять [FINANCIAL_DATA] тн по причине отсутствия заявок на исполнение обещанной отгрузки и наименьших технических местах ближайки. Объем заявок, тн Накопительный объем заявок, тн Фактический отгрузка, тн Ближайшее заявок, тн Запрос на отгрузку (отсутствие согласования, поездок), тн Итого отклонение по счету заявок доставке, тн Итого отклонение за май 2025, тн[FINANCIAL_DATA] [FINANCIAL_DATA] Согласно ранее направленного СМГ накопленный объем к отгрузке по направлению ВТУМ в июне 2025 г. составляет [FINANCIAL_DATA] тн. Итоговое отклонение на [FINANCIAL_DATA] тн за май 2025 г. объем к доставке составит [FINANCIAL_DATA] тн, уменьшение объема ввода составит [FINANCIAL_DATA], что позволяет за собой необходимость в мобилизации дополнительных резервов техники в количестве [FINANCIAL_DATA] единиц, а также снизить автокрановой техники на местах отгрузки и ближайки. В связи с вышеизложенным прошу Вас определить ответственных лиц по контролю за выполнением 2025 г. в ООО [ORGANIZATION] Дивизион [OBJECT]. срок до [DATE_TIME], для своевременного уведомления подрядных организаций о необходимости мобилизации дополнительной автотранспортной и специализированной автокрановой техники и персонала. С уважением, И.о. директора дивизиона [OBJECT] [PERSON] ([CONTACT]) [ORGANIZATION] [SEP] Директор программы по управлению системой снабжения и цифровизации закупок «ORGANIZATION] «PERSON» сообщил об отсутствии системных заявок по направлению ВТУМ на май 2025 года в количестве [FINANCIAL_DATA] тн. Итоговое отклонение составит [DATE_TIME] г. от СМГ будет составлять «FINNCIАL_ДATA».",932
Блок директора по газовым проектам,"[ORGANIZATION] [LOCATION] [CONTACT] [ID] [DOCUMENT_NUMBER] [DATE_TIME] No [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] допуске техники [PERSON] по реализации газовых проектов [ORGANIZATION] [PERSON] Уважаемый [PERSON]! В целях организации работ по демонтажу и передислокации земснарядов и оборудования на [OBJECT] карьера No [NUMBER], [NUMBER] будут привлекаться собственные технические ресурсы (транспортные средства). Данная техника имеется в наличии на [OBJECT] и в настоящий момент на ней истек срок прохождения государственного технического осмотра (далее ГТО). В настоящее время, по причине удаленности техники от стационарных пунктов технического осмотра прорабатывается возможность организации проведения ГТО на [OBJECT] в [ORGANIZATION]. Предварительная дата прохождения ГТО в связи большой загруженностью линии прохождения технического осмотра у [ORGANIZATION] не ранее [DATE_TIME]. На основании вышеизложенного просим Вас допустить технику согласно списка на период выполнения работ. Список техники на заезд: No п/п Марка, модель ТС Год выпуска гос. No 1 [FINANCIAL_DATA] 2 [FINANCIAL_DATA] 3 [FINANCIAL_DATA] 4 [FINANCIAL_DATA] 5 [FINANCIAL_DATA] 6 [FINANCIAL_DATA] 7 [FINANCIAL_DATA] 8 [FINANCIAL_DATA] 9 [FINANCIAL_DATA] 10 [FINANCIAL_DATA] 11 [FINANCIAL_DATA] 12 [FINANCIAL_DATA] 13 [FINANCIAL_DATA] 14 [FINANCIAL_DATA] 15 [FINANCIAL_DATA] С уважением, [PERSON] – первый заместитель генерального директора [PERSON] [CONTACT] [SEP] Компания «PERSON» допускает технику по реализации газовых проектов на «OBJECT» карьера No [NUMBER] для осуществления работ по демонтажу земснарядов и передислокации земснардов и оборудования на карьера «NUMBECT». В настоящий момент на ней истек срок прохождения государственного технического осмотра (далее ГТО).",933
Блок заместителя генерального директора по защите,"Публичное акционерное общество [ORGANIZATION] Заместителю генерального директора по корпоративной защите [ORGANIZATION] [PERSON] Для корреспонденции: [LOCATION] тел.: [CONTACT] факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] согласовании рабочей документации Уважаемый [PERSON]! Сообщаем, что рабочая документация на комплекс инженерно-технических средств охраны объекта [OBJECT] Куст нефтяных скважин No [ID] департаментом корпоративной защиты [ORGANIZATION] и Службой корпоративной защиты [ORGANIZATION] рассмотрена и согласована. С уважением, Начальник департамента корпоративной защиты [PERSON] [CONTACT] [PERSON] [SEP] Заместителю генерального директора по корпоративной защите «ORGANIZATION» «PERSON] рассмотрена рабочая документация на Куст нефтяных скважин No [ID] Куста нефтяного скважина No [OBJECT] Кустнефтяные скважи No «ID».",934
Проект «Обустройство объектов Новейшей нейти»,"Уважаемый No В соответствии с договором ""Подряд"" отправляю документы в рамках договора ""Подряд"". В соответствии с договором ""Подряд"" отправляю ведомость о поставке металлопроката по объекту. Пожалуйста, рассмотрите представленную ведомость, согласуйте стоимость МТ. [SEP] В соответствии с договором ""Подряд"" отправляю документы в рамках договора «Подряд». В рамках этого договора отправляю ведомость о поставке металлопроката в рамки договора "" Подряд».",935
"Проект ""Восточный""","[ORGANIZATION] [LOCATION] [CONTACT], электронная почта: [CONTACT] www.[ORGANIZATION], OSPO [ID], ORN [DOCUMENT_NUMBER], INN [ID] [DATE_TIME], No [DOCUMENT_NUMBER], на номера [DATE_TIME FINANCIAL_DATA]. В соответствии с Соглашением о налогообложении и взимании сборов, нет [DOCUMENT_NUMBER]/No / /P от [DATE_TIME] в соответствии с нынешним контрактом на предоставление услуг по добыче, подготовке и транспортировке углеводородов на неолегальных месторождениях [OBJECT], мы информируем вас о том, что сумма налога на добычу полезных ископаемых, рассчитанная для [MONTH] [YEAR], равнялась [FINANCIAL_DATA] рублям. Название собственника ( [LOCATION]) нефтяного и газового отделения [PERSON]; подпись электронная подпись карточки [ID]; владелец [PERSON], действительна от [DATE_TIME] до [DATE_TIME]: сила не [DOCUMENT_NUMBER] [PERSON CONTACT]) от [DATE_TIME] (Not [DOCUMENT_NUMBER] Bx. wwwPH_35 [SEP] Налог на добычу полезных ископаемых на неолегальных месторождениях может быть вынужден уплатить в размере $300 млн. Это означает, что в ближайшее будущее будет зависеть сумма налогообложения на добыточные углеводороды.",936
