text,label
"Общество с ограниченной ответственностью «Газпром бурение» (ООО «Газпром бурение») Филиал «Уренгой бурение» 000 «Газпром бурение» Директор по вводу новых мощностей ООО «Газпромнефть-Заполярье» В.М. Наговицыну ул. Промышленная, д. 11, г. Новый Уренгой, Ямало-Ненецкий автономный округ, Российская Федерация, 629300 тел./факс: +7 (3494) 210-777, e-mail: info@urb.burgaz.ru, www.burgaz.ru ОКПО 00156251, ОГРН 1028900620319, ИНН 5003026493, КПП 890403001 № на № от О выполнении работ по демобилизации МБУ и бурового оборудования Уважаемый Владимир Михайлович! Филиал «Уренгой бурение» ООО «Газпром бурение» завершил работы по строительству трех поглощающих скважин в рамках Договора подряда на бурение эксплуатационных скважин по суточной ставке или фиксированной ставке (в том числе мобильными установками) №ГНЗ-24/10000/00679/P от 18.07.2024 (далее Договор). Довожу до Вашего сведения информацию о том, что в процессе демонтажа МБУ ZJ-30 №11069 на скважине №3П КПС Западно-Таркосалинского НГКМ 30.12.2024 была начата демобилизация бурового оборудования и ТМЦ для вывоза куста поглощающих скважин от бурового станка и оборудования. В связи с тем, что ставка «демобилизация» станка является негарантированным объемом работ согласно указанному Договору, работы по демобилизации МБУ, БО и БХ были приостановлены. Движение буровой установки для выполнения работ на объектах группы ПАО «Газпром нефть», а также мобилизация для работы по иным Договорам в настоящее время не предусмотрена. На основании вышеизложенного, а также ввиду отсутствия финансирования выполнения работ по демобилизации указанного станка и бурового оборудования, прошу Вас рассмотреть возможность компенсации затрат бурового подрядчика на демобилизацию МБУ, БО и БХ с Западно-Таркосалинского НГКМ по утвержденной ставке «демобилизация», перевода ее в гарантированный объем или предложить иной механизм компенсации затрат. Ввиду отсутствия представителя Заказчика на объекте работ после завершения демонтажа станка и оборудования, дополнительно прошу Вас поручить ответственным лицам завизировать акт о начале демобилизации МБУ и БО. Акт о завершении демобилизации буровой установки и оборудования будет предоставлен на подписание после завершения данных работ. Благодарим за возможность партнерства, надеемся на дальнейшее долгосрочное и взаимовыгодное сотрудничество. [ATTACHMENTS]",Блок директора по вводу новых мощностей
"Документ подписан электронной подписью Сертификат №: 7B1B008662DEBCB1BDF599239FDFE49F Срок действия: с 26.03.2025 15:39:46 по 19.06.2026 15:39:46 Владелец: Воробьёва Виктория Сергеевна АРБИТРАЖНЫЙ СУД ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА г. Салехард, ул. Республики, д.102, тел. (34922) 5-31-00, www.yamal.arbitr.ru, e-mail: info@yamal.arbitr.ru ОПРЕДЕЛЕНИЕ о принятии искового заявления (заявления) и рассмотрении дела в порядке упрощенного производства г. Салехард 30 апреля 2025 года Дело № A81-3742/2025 Арбитражный суд Ямало-Ненецкого автономного округа в составе судьи Воробьёвой В.С., ознакомившись с исковым заявлением общества с ограниченной ответственностью «ТК Дир» (ИНН: 1675002390, ОГРН: 1231600016625) к обществу с ограниченной ответственностью «Газпромнефть-Заполярье» (ИНН: 7728720448, ОГРН: 1097746829740) о взыскании 98 668 рублей 37 копеек, УСТАНОВИЛ: общество с ограниченной ответственностью «ТК Дир» обратилось в суд с исковым заявлением к обществу с ограниченной ответственностью «Газпромнефть-Заполярье» о взыскании задолженности за перевозку груза по товарно-транспортной накладной от 27.11.2024 в размере 93 000 рублей 00 копеек, процентов за пользование чужими денежными средствами в размере 5 668 рублей 37 копеек с последующим начислением по день фактической оплаты долга. Исковое заявление подано с соблюдением компетенции арбитражных судов и правил подсудности, требований к форме и содержанию искового заявления, установленных ст. ст. 125, 126 Арбитражного процессуального кодекса Российской Федерации (далее – АПК РФ). Исковое заявление содержит предусмотренные частями 1, 2 статьи 227 АПК РФ признаки, при наличии которых дело подлежит рассмотрению в порядке упрощенного производства. При этом ограничения, установленные частью 4 статьи 227 АПК РФ, отсутствуют. Руководствуясь частью 3 статьи 127, статьями 184, 185, 226, 227, 228 Арбитражного процессуального кодекса Российской Федерации, суд ОПРЕДЕЛИЛ: 1. Принять исковое заявление и возбудить производство по делу. 2. Рассмотреть дело в порядке упрощенного производства. 3. Направить данные, необходимые для идентификации сторон, в целях доступа к материалам дела в электронном виде. На первом листе настоящего определения в левом нижнем углу указан код для идентификации стороны в целях доступа к материалам дела в электронном виде по адресу http://kad.arbitr.ru. На данном ресурсе лица, участвующие в деле, могут ознакомиться со всеми материалами дела, поступившими в Арбитражный суд Ямало-Ненецкого автономного округа, в электронном виде. Для доступа к материалам дела A81-3742/2025 на информационном ресурсе «Картотека арбитражных дел»(http://kad.arbitr.ru) используйте секретный код: 387883 4. Разъяснить лицам, участвующим в деле, следующее: стороны вправе урегулировать спор, используя примирительные процедуры, в том числе вправе передать спор на разрешение третейского суда, обратиться на любой стадии арбитражного процесса в целях урегулирования спора за содействием к посреднику, в том числе к медиатору, использовать какие-либо иные примирительные процедуры; при утверждении арбитражным судом заключенного сторонами мирового соглашения производство по делу прекращается, истцу возвращается из федерального бюджета 70% уплаченной им государственной пошлины (за исключением случаев, если мировое соглашение заключено в процессе исполнения судебного акта арбитражного суда), мировое соглашение исполняется в порядке, предусмотренном статьей 142 АПК РФ; после получения определения о принятии заявления к производству лица, участвующие в деле, самостоятельно, в соответствии с ч. 6 ст. 121 АПК РФ, предпринимают меры по получению информации о движении дела с использованием любых источников информации и любых средств связи и несут риск наступления неблагоприятных последствий в результате непринятия мер по получению информации о движении дела; информация о движении настоящего дела и о принятых судебных актах может быть получена на официальном сайте суда в информационно-телекоммуникационной сети «Интернет» http://www.yamal.arbitr.ru. Обратить внимание сторон на то, что в соответствии с ч. 31. ст. 70 АПК РФ, обстоятельства, на которые ссылается сторона в обоснование своих требований или возражений, считаются признанными другой стороной, если они ею прямо не оспорены или несогласие с такими обстоятельствами не вытекает из иных доказательств, обосновывающих представленные возражения относительно существа заявленных требований. 5. Предложить лицам, участвующим в деле, в срок до 27 мая 2025 года выполнить следующие действия: ОТВЕТЧИКУ: - представить письменный мотивированный отзыв на исковое заявление по существу заявленных требований с указанием возражений относительно предъявленных к нему требований по каждому доводу, содержащемуся в исковом заявлении, со ссылкой на нормы права, доказательства направления отзыва истцу, в случае оплаты задолженности, - доказательства оплаты, - при несогласии с расчетом истца - представить контррасчет. В отзыве должны быть указаны номера телефонов, факсов, адреса электронной почты. Разъяснить ответчику, что в соответствии с ч. 4 ст. 131 АПК РФ в случае, если в установленный судом срок ответчик не представит отзыв на исковое заявление, арбитражный суд вправе рассмотреть дело по имеющимся в деле доказательствам. СТОРОНАМ: - провести совместную сверку расчетов в рамках заявленных требований, которую оформить соответствующим актом, подписанным уполномоченными представителями обеих сторон. Инициатива сверки расчетов возлагается на обе стороны. В случае отсутствия разногласий относительно предмета заявленных требований, суд разъясняет право, предусмотренное частью 3 статьи 49 АПК РФ, признать иск полностью или частично, в таком случае, подлежащие возмещению расходы по уплате госпошлины на основании абз. 2 подпункта 3 пункта 1 статьи 333.40 НК РФ, будут уменьшены до 30%. 6. Стороны вправе представить в арбитражный суд, рассматривающий дело, и направить друг другу дополнительно документы, содержащие объяснения по существу заявленных требований и возражений в обоснование своей позиции, в срок до 19 июня 2025 года. Такие документы не должны содержать ссылки на доказательства, которые не были раскрыты в установленный судом срок. Если отзыв на исковое заявление, отзыв на заявление, доказательства и иные документы поступили в суд по истечении установленного арбитражным судом срока, они не рассматриваются арбитражным судом и возвращаются лицам, которыми они были поданы, за исключением случая, если эти лица обосновали невозможность представления указанных документов в установленный судом срок по причинам, не зависящим от них (часть 4 статьи 228 АПК РФ). 7. Заявления, ходатайства, отзывы и иные документы могут быть представлены в арбитражный суд посредством заполнения формы, размещенной на официальном сайте арбитражного суда в информационно-телекоммуникационной сети «Интернет» http://www.yamal.arbitr.ru. Поступившие в арбитражный суд отзыв на исковое заявление, доказательства и иные документы будут размещены на официальном сайте суда в информационно-телекоммуникационной сети «Интернет» в режиме ограниченного доступа. Адрес для корреспонденции: 629008, г. Салехард, ул. Республики, д.102. При переписке обязательно ссылаться на номер дела. Телефон справочной службы: 8(34922)5-31-00. Судья В.С. Воробьёва Арбитражный суд Ямало- Ненецкого автономного округа 629008, Ямало-Ненецкий автономный округ, город Салехард, ул. Республики, д. 102 629008 ОУ А81-3742/2025 Бороббева В.С. 19.06.20 ZQQB9417Y93UYGV 05/05/2025 140961 ₽ 76.00 ПОЧТА РОССИИ СУДЕБНОЕ 804022 08 49193 6 Кому: Общество с ограниченной ответственностью ""Газпромнефть-Заполярье"" Куда: 629305, Россия, Ямало-Ненецкий автономный округ, г. Новый Уренгой, ул. Таежная, д. 30А, помещ. 10, кабинет 207 629305 Получайте и отправляйте письма онлайн Подробности на сайте zakaznoe.pochta.ru Трек-номер: 80402208491936 Код доступа: 68339477 Электронный оригиналь письма: https://zakaznoe.pochta.ru/access",Блок заместителя генерального директора по закупкам
"Акционерное общество «Производственно-геологическое объединение «Тюменьгеология» ул. Энергетиков 94, г. Тюмень, Тюменская область, Российская Федерация, 625013 ОГРН 1077203060956 ИНН 7204118010 Тел/факс: (3452) 55-58-24 E-mail: info@tyumgeo.ru 21.05.2025 г. № 01-04-0380 На № от 202 г О предоставлении подтверждающих документов для индексации договорных расценок Уважаемый Вадим Андреевич! АО «ПГО «Тюменьгеология» свидетельствует Вам своё почтение и благодарит за предоставленную возможность реализации совместных с ООО «Газпромнефть-Заполярье» проектов. В ответ на Ваш письмо № 08/5/005374 от 16.04.2025 согласно запросу, направляем документацию, подтверждающую необходимость и обоснованность индексации договорных расценок в рамках действующего договора № ГПН-22/10000/00768/P от 08.07.2022 на выполнение работ по освоению скважин методами свабирования и компрессирования при ТКРС. Пакет документации, содержащий в том числе калькуляцию расходов на ФОТ, CaCl и ГСМ, в полной мере отражает факт увеличения затрат в рамках реализации вышеуказанного доходного контракта. В контексте изложенного, продолжая положительный опыт и подход к обозначенному вопросу со стороны ООО «Газпромнефть-Заполярье», просим Вас рассмотреть представленный пакет документов и принять соответствующее решение по запросу индексации договорных расценок. Заблаговременно выражаем Вам признательность за потенциальную возможность индексации ставок и выражаем готовность к совместной встрече для пояснения деталей настоящего обращения в любое удобное для Ваших профильных служб время. С уважением, Генеральный директор И.И. Жиряков Наименование Заказчика: ООО «Газпромнефть-Заполярье» Наименование Подрядчика: Наименование услуги: Месторождение, промысел, объект: Таблица №1. Калькуляция стоимости услуг ГРП | № п/п | Наименование статей затрат | ед изм | % | Базовая ставка Освоение скважин через сепарацию по установке (ставка в работе) БЫЛО | Базовая ставка Освоение скважин через сепарацию по установке (ставка в работе) СТАЛО | % | Базовая ставка Работа ДЗС БЫЛО | Базовая ставка Работа ДЗС СТАЛО | % | | --- | | 1 | Заработная плата | 8 604,20 | 21 659,51 | | 852,69 | 2 063,99 | численность | чел | | 19,00 | | 2,00 | 1.1. | Фонд оплаты труда (основной состав) | руб. | | 6 644,01 | 16 533,98 | | 664,71 | 1 575,56 | 1.2. | Страховые взносы | руб. | | 1 960,19 | 5 125,53 | | 187,98 | 488,42 | 2 | Амортизация (с учетом ремонта оборудования) | руб. | | 3 689,13 | | 131,26 | 2.1. | AH-700 | руб. | | 315,03 | 2.2. | ППУА-1600/100М | руб. | | 183,77 | 2.3. | Автокран 25 тн | руб. | | 157,52 | 2.4. | АЦ-10 м3 | руб. | | 118,14 | 2.5. | Аэотная станция 250 атм | руб. | | 708,83 | 2.6. | Площадка | руб. | | 236,28 | 2.7. | Бактобка | руб. | | 105,01 | 2.8. | Багон-мастерская | руб. | | 35,44 | 2.9. | Жилой багон | руб. | | 164,08 | 2.10. | Смесарный багон | руб. | | 31,50 | 2.11. | Стоновая | руб. | | 105,01 | 2.12. | Баня/сауна/сушилка | руб. | | 315,03 | 2.13. | Конодка штуцерная штуцера от 2 до 24 шаг 1 мм с 4 комплектами штуцеров | руб. | | 2,41 | 2.14. | ДНКТ-100 от 2 до 24 шаг 1 мм, 4 комплекта шланг | руб. | | 11,99 | 2.15. | Кран КВД 70 Мпа | руб. | | 17,06 | 2.16. | БРХ-700 | руб. | | 105,01 | 2.17. | Тенное бензиновое TO-250 | руб. | | 91,88 | 2.18. | Манометры с классом точности 0,4 | руб. | | 10,50 | 2.19. | Газоанализатор ГС-1-8,8,-800 | руб. | | 118,14 | 2.20. | Термометры | руб. | | 3,94 | 2.21. | Технологическая обвязка 89/114 на 70 Мпа | руб. | | 249,40 | 2.22. | Блок электрический менее 160 м/кв, НШН, дегазатором, и перемешивателем (не менее 2 шт на электрический) | руб. | | 315,02 | 2.23. | Электроды на 10 м3 | руб. | | 6,56 | 2.24. | Электроды на CaCl2 (оправки) 15 м3 | руб. | | 22,31 | 2.25. | Электроды на АТ 25 м3 | руб. | | 22,31 | 2.26. | Электроды на нитебензойный боди 5 м3 | руб. | | 26,25 | 2.27. | Технологические насосы для забора воды объемом 30 м3/час, шланги и трубопроводы | руб. | | 10,50 | 2.28. | Нити для электрического нагрева и обогрева | руб. | | 68,91 | 2.29. | Вспомогательные инструменты и оборудование | руб. | | 131,26 | 2.30. | ДЗС 100 + ДЗС 100 резерв | руб. | 131,26 | руб. | 3 | Транспортные услуги | руб. | 3.1. | Технологический транспорт | руб. | 3.2. | Бактобный транспорт | руб. | 3.3. | Прочий транспорт | руб. | 4 | Материалы основные | руб. | | 2 804,28 | 4.1. | Метанол | руб. | | 1 756,66 | 4.2. | Борит | руб. | | 333,33 | 4.2.1. | Конденсат | руб. | | - | 4.2.2. | CaCl2 | руб. | | 714,29 | 5 | Материалы (вспомогательные) | руб. | | 5 322,92 | | 2 100,00 | 5.1 | Загаски | руб. | 5.2 | ГСМ (прямые расходы) | руб. | | 5 322,92 | | 2 100,00 | 5.3 | Прочие материалы | руб. | 6 | Работы и услуги по измерению характеристик, включаемые в стоимость оборудования | руб. | | 2 411,67 | 7 | Прочие расходы | руб. | | 1 067,32 | | 66,87 | 7.1 | Сопряжение | руб. | 7.1 | - прокладка | руб. | 7.1 | - монтаж | руб. | 7.2 | Расходы по ОТ и ПБ (Каркас безопасности) | руб. | 7.2 | - медосмотры | руб. | | 58,56 | | 6,16 | 7.2 | - сменодежда | руб. | | 167,13 | | 17,59 | 7.2 | - обучение | руб. | | 73,24 | | 7,71 | 7.2 | - техника безопасности ТБО | руб. | 7.2 | - прочие расходы ОТ и ПБ | руб. | 7.3 | Прочие | руб. | 7.3 | Энергоемкость | руб. | 7.3 | Сварка | руб. | | 125,00 | 7.3 | Обеспечение противопожарной безопасности | руб. | | 208,33 | 7.3 | Обеспечение противопожарной безопасности | руб. | 7.3 | Каркас безопасности | руб. | | 41,67 | 7.3 | Страхование | руб. | | 68,07 | | 1,16 | 7.3.5 | Перевозка | руб. | | 325,31 | | 34,24 | Итого прямые затраты | руб. | | 23 899,51 | 36 954,82 | | 3 150,82 | 4 362,12 | Накладные расходы (%) | % | 15% | 3 584,93 | 5 543 | 15% | 472,62 | 654,32 | 0% | Накладные накопления (%) | % | 10% | 2 748,44 | 4 250 | 10% | 362,34 | 501,64 | 0% | Всего стоимость (без НДС) | руб. | | 30 232,88 | 46 747,84 | | 3 985,78 | 5 518,08 | Итого (ставки договоре), руб.: | 30 232,88 | 46 747,84 | | 3 985,78 | 5 518,08 | | % повышения ставок: 54,63% 38,44% Примечание: Расходы по статьям затрат заполняются на отдельных листах. Подрядчик при необходимости может расширить данные калькуляцию. Генеральный директор АО ""ПТО ""Тюменьгеология"" «Тюменьгеология» И.И.Жиряков Schlumberger-Private [ATTACHMENTS]",Блок директора по вводу новых мощностей
"ГАЗПРОМ НЕФТЬ Общество с ограниченной ответственностью «Газпромнефть-Ямал» (ООО «Газпромнефть-Ямал») ГЕНЕРАЛЬНЫЙ ДИРЕКТОР Юридический адрес: ул. Мира, д. 43 А, Салехард, 629002 Адрес для корреспонденции: ул. 50 лет Октября, д.8 б, Тюмень, 625048 Тел.: +7 (3452) 52-10-90, факс: +7 (3452) 52-91-64 e-mail: gpn-yamal@gazprom-neft.ru, www.yamal.gazprom-neft.ru ОКПО 30501308, ОГРН 1118903004989, ИНН 8901001822, КПП 997250001 на № от О трехстороннем соглашении Уважаемый Владимир Борисович! В процессе производственной деятельности у ООО «Газпромнефть-Ямал» образовалась дебиторская задолженность Администрации Ямальского района перед ООО «Газпромнефть-Ямал» в части переплаты арендных платежей за пользование земельными участками. Для погашения данной задолженности нами получено устное согласие от главы Администрации Ямальского района на заключение трехстороннего соглашения между ООО «Газпромнефть-Заполярье», ООО «Газпромнефть-Ямал» и Администрацией Ямальского района. В рамках данного соглашения ООО «Газпромнефть-Ямал» получит возможность частично погасить задолженность Ямальского района по переплате за аренду земли. - ООО «Газпромнефть-Заполярье» перечисляет арендную плату по договорам аренды земельных участков, заключенным с Администрацией Ямальского района, в адрес ООО «Газпромнефть-Ямал»; - Администрация Ямальского района считает средства, направленные от ООО «Газпромнефть-Заполярье» в адрес ООО «Газпромнефть-Ямал», исполнением обязательства ООО «Газпромнефть-Заполярье» по уплате арендных платежей за пользование земельными участками перед Администрацией Ямальского района; - ООО «Газпромнефть-Ямал» полученные от ООО «Газпромнефть-Заполярье» денежные средства принимает в счет списания задолженности Администрации Ямальского района перед ООО «Газпромнефть-Ямал». Прошу рассмотреть наше предложение на заключение трехстороннего соглашения между Администрацией Ямальского района, ООО «Газпромнефть-Ямал» и ООО «Газпромнефть-Заполярье». С уважением, Хван Ю.О. +7 (3452) 52-10-90 (5976) ДОКУМЕНТ ПОДПИСАН УСИЛЕННОЙ КВАЛИФИЦИРОВАННОЙ ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: 02B3569100CCB182A240F0400D67A4E5F6 Владелец: ВОЙВОДЯНУ АРТЕМ ВАСИЛЬЕВИЧ Действителен: с 14.08.2024 по 14.11.2025 Генеральному директору ООО «Газпромнефть-Заполярье» Крупеникову В.Б. Per. № 1-2/008053 от 17.12.2024 Bx. № 014215 от 18.12.2024",Генеральный директор
"ФЕДЕРАЛЬНАЯ СЛУЖБА ПО ЭКОЛОГИЧЕСКОМУ, ТЕХНОЛОГИЧЕСКОМУ И АТОМНОМУ НАДЗОРУ (РОСТЕХНАДЗОР) СЕВЕРО-УРАЛЬСКОЕ УПРАВЛЕНИЕ ул. Хохрякова, д. 10, Тюмень, 625003 Телефон: (3452) 44-40-13, факс: (3452) 45-32-07 E-mail: info@sural.gosnadzor.ru, http://sural.gosnadzor.ru ОКПО 00257673, ОГРН 1027200853316 ИНН/КПП 7202022112/720301001 20.05.2025 № 321-1061 На № от О предоставлении информации Уважаемые руководители! В целях проведения анализа практики реализации эксплуатирующими организациями мер защиты от беспилотных воздушных судов (далее - БВС) опасных производственных объектов, руководствуясь пунктом 5.1 Положения о Северо-Уральском управлении Ростехнадзора, утверждённым приказом Ростехнадзора от 26.08.2022 № 272, просим Вас направить: информацию о примерном количестве опасных производственных объектов (далее - ОПО), оснащенных защитными ограждающими конструкциями (далее - ЗОК), в зависимости от типа ЗОК (по расположению: на независимой опорной конструкции без опоры на защищаемый объект; на зависимой опорной конструкции; по типу препятствующих элементов: стальные канаты, металлические сетки, полимерные сетки, железобетонные и габионные конструкции; комбинированные); общую информацию о случаях негативного воздействия ЗОК на ОПО (например, физическом контакте с резервуаром в результате нарушения целостности ЗОК) и его последствиях, а также влияния на проведение мероприятий по локализации и ликвидации последствий аварий на ОПО (в том числе в рамках проведения экспериментов (учебных тревог) и комплексных учений по подтверждению готовности организаций к действиям по локализации и ликвидации разливов нефти и нефтепродуктов); сведения об использовании на ОПО иных средств защиты от БВС и их влиянии на обеспечение промышленной безопасности; имеющиеся сведения о практическом опыте эксплуатирующих организаций проектирования ЗОК на ОПО (отнесение возведения ЗОК к перевооружению, реконструкции объекта; проведение государственной экспертизы проекта). Информацию направить до 05.06.2025 на электронную почту: KrapivinaAA@sural.gosnadzor.ru согласно приложению в формате .xlsx (.xls). [ATTACHMENTS]",Блок заместителя генерального директора по корпоративной защите
"КАЗАН КОМПРЕССОР МАШИНАЛАРЫ ТӨЗУ ЗАВОДЫ АКЦИОНЕРЛЫК ЖӘМГЫЯТЕ 420029, Татарстан Республикасы, Казан шәһәре, Халитов урамы, 1 йорт АКЦИОНЕРНОЕ ОБЩЕСТВО «КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ» Местонахождение Общества: Российская Федерация, Республика Татарстан, город Казань Адрес Общества: 420029, Республика Татарстан, город Казань, улица Халилова, дом 1 Тел.: +7 (843) 291-79-79 (с городских номеров) +7 (843) 567-38-90 (с мобильных) Факс: +7 (843) 291-79-67 info@hms-kkm.ru www.compressormash.ru ИНН 1660004878 КПП 166001001 ОГРН 1021603620114 ОКПО 05785566 Исх. № 3316814 от 29.04.25 На № от г. По списку рассылки Касаемо проекта ГПА КС «Тас-Юряхского НГКМ» Уважаемые коллеги! В связи с обновленными исходными данными от Заказчика в части изменения давления нагнетания с 90 кгс/см² на 70 кгс/см² и ввода дополнительного режима с температурой на входе в компрессор +10°C, направляем Вам обновленные требования для подбора антиповышного клапана (АПК), клапана динамического байпаса (КДБ) и клапана горячего подмеса (КГП) по проекту 4ГЦ2-229/11-98 «Тас-Юряхское НГКМ». [ATTACHMENTS]","Проект ""Нефтяные оторочки"""
"Газпром Публичное акционерное общество «Газпром» (ПАО «Газпром») Генеральному директору ООО «Газпромнефть-Заполярье» М.В. Федорову Адрес для почтовой корреспонденции: БОКС №1255, Санкт-Петербург, 200961 Юридический адрес: Лахтинский пр-кт, д. 2, к. 3, стр. 1, Санкт-Петербург, 197229 тел.: (812) 413-74-44, факс: (812) 413-74-45, телекс: 411467 GAZ RU e-mail: gazprom@gazprom.ru, www.gazprom.ru ОКПО 00040778, ОГРН 1027700070518, ИНН 7736050003, КПП 781401001 27.05.2025 № 03/07/3-4244 на № от Об организации взаимодействия с ООО «Газпром ВНИИГАЗ» Уважаемый Максим Владимирович! ООО «Газпром ВНИИГАЗ» выполняет научно-исследовательскую работу по теме «Разработка требований к проектированию объектов обустройства месторождений с начальными извлекаемыми запасами природного газа до 30 млрд м³», функциональным заказчиком которой является Департамент ПАО «Газпром» (С.Н. Меньшиков). Целью работы является повышение рентабельности разработки месторождений при условии обеспечения безопасности производства. Прошу Вас оказать содействие ООО «Газпром ВНИИГАЗ» в организации обмена опытом проектирования объектов обустройства очень мелких, мелких и средних месторождений, в том числе Верхневилючанского и Тас-Юряхского и наилучшими практиками оптимизации капитальных вложений. Руководитель работ по НИР Маслов Александр Александрович – начальник отдела технологий добычи, подготовки и транспортировки газа филиала ООО «Газпром ВНИИГАЗ» в г. Ухта, тел. (8216) 75-17-76, тел. (газсвязь) (787) 78-777, e-mail: a.maslov@sng.vniigaz.gazprom.ru. Заместитель начальника Департамента А.В. Коваленко В.И. Федорич 8 (812) 729-14-46",Генеральный директор
"ГАЗПРОМ БУРЕНИЕ Общество с ограниченной ответственностью «Газпром бурение» (ООО «Газпром бурение») Филиал ""Оренбург бурение - Восточная Сибирь"" ООО ""Газпром бурение"" Директору по вводу новых мощностей ООО «Газпромнефть-Заполярье» В.М. Наговицыну ул. Терешковой, д. 36, г. Иркутск, Российская Федерация, 664005, тел. +7(3532) 680-368, e-mail: public@orb.burgaz.ru, www.burgaz.ru ОКПО 00156251, ОГРН 1028900620319, ИНН 5003026493, КПП 561003002 06.05.2025 № 1292/25-ОБ На № от О направлении ПКМ по монтажу БУ на КП № 27 ИЛУ Уважаемый Владимир Михайлович! Между ООО «Газпромнефть – Заполярье» и Филиалом «Оренбург бурение – Восточная Сибирь» заключен Договор подряда на бурение эксплуатационных скважин по суточной ставке или фиксированной ставке (в том числе мобильными буровыми установками) № ГНЗ-21/10204/00843/P от 15.10.2021 года. Направляю Вам на рассмотрение план корректирующих мероприятий по монтажу на КП № 27 Игнялинского ЛУ. [ATTACHMENTS]",Блок директора по вводу новых мощностей
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ПРЕМИУМ» ИНН 6350012331, КПП 635001001, ОГРН 1086350000010 446462, Самарская область, г. Кинель, пгт. Усть-Кинельский, пер. Шоссейный, 7 р/с 40702810754240000768 в Поволжском банке Сбербанка РФ к/с – 30101810200000000607, БИК – 043601607 E-mail: premium@sm-prm.ru, тел: 8-800-55-00-200; факс: 8(84663) 46-6-33 Исх. №2304/03 от «23» апреля 2025 г. Вх. № от «___» 2025 г. Директору по капитальному строительству ООО «Газпромнефть-Заполярье» В.В. Белякову «О приемке затрат» Уважаемый Владимир Владимирович! В рамках договоров подряда № ГНЗ-23/11000/00375/P от 28.03.2023г.; №ГНЗ21/11000/01076/P от 13.12.2021г.; ГНЗ-21/11027/01058/P от 07.12.2021г.; ГНЗ-20/11028/00724/P/06-03 от 12.11.2020г. для обеспечения целевых показателей освоения, в том числе списания давальческих материалов и оборудования, прошу Вас согласовать продление срока приемки выполненных работ и затрат до 30.04.2025. Директор А. В. Широков Исп.: Рубан Е.О. Тел.: 8-937-180-78-75",Блок директора по капитальному строительству
"ЗАМЕСТИТЕЛЬ ГУБЕРНАТОРА ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА Руководителям организаций (по списку) 19.05.2025 № 89/01-06/9359 Ямало-Ненецком автономном округе особое внимание уделяется экологическому благополучию и качеству атмосферного воздуха. Согласно статистическим данным 2-ТП (воздух) количество выбросов загрязняющих веществ в атмосферный воздух в 2024 году в регионе увеличилось по сравнению с предыдущим годом и составило 1016,1 тыс. тонн. С целью выполнения задач, обеспечивающих экологическую безопасность на территории Ямало-Ненецкого автономного округа и достижения планового значения показателя «Качество окружающей среды» в 2025 году необходимо сокращение выбросов в атмосферный воздух и увеличение массы уловленных и обезвреженных загрязняющих веществ от организованных источников. В соответствии со статьей 30 Федерального закона от 04.05.1999 № 96-ФЗ «Об охране атмосферного воздуха» юридические лица обязаны внедрять наилучшие доступные технологии в целях снижения уровня загрязнения атмосферного воздуха, планировать и осуществлять мероприятия по улавливанию, утилизации, обезвреживанию выбросов загрязняющих веществ в атмосферный воздух, сокращению или исключению таких выбросов. На основании вышеизложенного, прошу в срок до 30 мая 2025 года направить в департамент природных ресурсов и экологии Ямало-Ненецкого автономного округа (далее - департамент) информацию о реализуемых и планируемых мероприятиях по сокращению выбросов в атмосферный воздух и увеличению массы уловленных и обезвреженных загрязняющих веществ от организованных источников согласно приложению, а также о лицах, ответственных за взаимодействие с департаментом по данным вопросам (не ниже руководителя природоохранной службы). Информацию прошу направить в формате .xlsx на адрес электронной почты eidelikatniy@yanao.ru [ATTACHMENTS]",Блок заместителя генерального директора по производственной безопасности
